nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.27,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.27,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.91,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.91,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.27,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.21,0,0,0,0,0.75,1.01,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.21,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.72,0.91,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
0,0,0.75,0.95,0.64,0.95,0.58,1.08,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0,0,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0,0,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.72,0.91,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0,0,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.21,0.78,1.37,0,0,0.75,1.01,0,0,0.72,0.95,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0.75,1.01,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0.75,1.01,0,0,0.72,0.91,0.81,0.95,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0,0,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0.81,0.95,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0,0,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.72,0.91,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.91,0.89,1.08,0.83,1.17,0.67,1.21,0.72,1.37,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.72,0.91,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.91,0.89,1.08,0.83,1.17,0.67,1.21,0.72,1.37,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0.72,1.37,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.21,0.78,1.37,0,0,0.75,1.01,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.21,0.78,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0,0,0.75,0.91,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0.75,0.98,0,0,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0,0,0.75,0.91,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.91,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.21,0.75,1.34,0,0,0,0,0,0,0.72,0.95,0,0,0
0.78,0.98,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.78,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0.69,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.72,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0,0,0,0,0.72,0.95,0.81,0.95,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0,0,0.72,0.95,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0.75,0.98,0,0,0.72,0.95,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0,0,0.72,0.95,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0,0,0.72,0.91,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.91,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.91,0,0,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.75,0.98,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.34,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0.75,0.98,0.78,0.98,0.72,0.91,0.81,0.95,0
0.78,0.98,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.24,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0.81,0.95,0
0.78,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.24,0.69,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0.75,0.98,0,0,0.72,0.91,0,0,0
0,0,0.75,0.91,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.91,0.89,1.08,0.83,1.17,0.67,1.24,0.67,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0,0,0,0,0.72,0.91,0,0,0
0,0,0.75,0.95,0.64,0.95,0.58,1.11,0.67,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0.67,1.37,0,0,0.81,1.21,0.75,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0.75,1.01,0.75,0.95,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.95,0.89,1.08,0.83,1.17,0.67,1.21,0.67,1.34,0,0,0.81,1.21,0.75,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.91,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.91,0.89,1.08,0.83,1.17,0.67,1.21,0.67,1.34,0,0,0.81,1.21,0.75,1.37,0,0,0,0,0,0,0.72,0.95,0,0,0
0,0,0.75,0.91,0.64,0.95,0.58,1.11,0.69,1.14,0.83,0.91,0.89,1.08,0.83,1.17,0.67,1.21,0.67,1.34,0,0,0.81,1.21,0.75,1.34,0,0,0,0,0,0,0.72,0.95,0.78,0.98,0
